               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11983,            0.097274,            0.073231,           0.0064107,             0.17295,             0.01271,           0.0029625,             0.10576,            0.072903,            0.074265,              0.0892,              0.0012,              0.0012
                   1,            0.096797,             0.10491,            0.071493,            0.014239,             0.27661,            0.024826,           0.0069091,             0.09289,            0.071579,            0.078419,            0.077475,           0.0024753,           0.0024753
